ltable_id,rtable_id,label
619790,619790,1
636667,868196,0
468355,62721,0
172171,658849,1
947949,947949,1
79574,79574,1
312655,312655,1
47769,654436,0
352576,352576,1
566595,566595,1
309380,899906,0
80975,80975,1
116457,116457,1
385210,82154,1
802634,802634,1
97820,97820,1
605635,605635,1
409673,409673,1
835986,987708,1
55027,55027,1
147168,147168,1
731064,909843,1
619401,98235,1
436714,436714,1
346779,60077,0
475520,475520,1
994435,829816,0
578685,578685,1
763175,384117,1
835059,835059,1
810461,100368,0
129201,63859,0
750565,750565,1
452943,133334,0
640724,215399,0
86991,242681,1
674546,376862,0
812335,163097,0
700951,906551,1
585762,585762,1
544228,349988,0
756816,587398,0
798170,494065,0
113502,971144,0
120144,120144,1
736843,591739,0
969573,622619,0
622477,622477,1
624380,590153,0
189113,482860,1
924649,182343,0
80402,955835,0
565601,34796,1
152446,152446,1
302450,302450,1
480060,480060,1
410122,163875,0
686001,865495,0
503958,251818,1
385229,898326,0
261395,909651,0
63934,63934,1
244749,292716,0
185856,928963,1
970640,349763,0
171462,304441,0
985235,985235,1
732714,732714,1
876682,35784,0
843720,444879,0
340034,340034,1
85708,85708,1
377300,919380,0
468359,904880,0
380064,754901,0
455860,601746,0
708457,708457,1
467421,428886,0
278552,278552,1
403682,444467,0
104615,104615,1
416134,416134,1
564295,564295,1
733510,493497,0
294415,602686,0
156328,434157,0
355210,415583,0
435842,435842,1
902930,319211,1
814258,813093,0
808916,808916,1
389424,93820,0
593308,827393,0
678815,899053,0
68616,737160,0
704000,465338,0
987874,465027,0
569959,829445,0
549148,549148,1
762420,831861,0
722850,722850,1
122537,329211,0
578465,652814,0
184927,946712,0
661245,661245,1
28710,28710,1
235620,235620,1
848470,412003,1
550094,820600,0
787470,787470,1
100623,124081,0
795119,795119,1
989302,844335,1
135760,135760,1
516095,193741,1
154714,883080,0
735281,735281,1
154980,154980,1
480792,286246,0
184248,107428,0
496650,496650,1
896836,27764,0
517158,119529,0
560826,501968,0
952652,701667,0
16657,293272,0
337214,337214,1
654722,654722,1
410333,913291,1
650866,441951,0
535070,353370,0
830086,830086,1
660354,660354,1
418552,865833,0
496544,496544,1
773790,760177,0
476690,384718,0
536963,232227,0
435327,435327,1
683276,683276,1
670132,670132,1
333419,333419,1
621815,583479,0
625835,625835,1
922845,657996,0
399626,806986,0
496603,496603,1
363081,565547,0
803935,803935,1
300237,935666,0
498442,356883,0
941623,941623,1
458355,460161,0
544285,575673,0
423511,72134,0
294746,589880,0
747057,355819,0
64876,37712,0
374606,374606,1
422633,422633,1
889618,889618,1
791000,791000,1
546904,546904,1
58744,661937,1
12521,105645,0
128339,587,1
630625,202857,0
541843,574349,0
650789,650789,1
105383,699542,0
349853,170906,0
918139,994342,0
454077,64188,0
410895,598767,0
121600,876852,0
750839,750839,1
867971,837705,0
531510,22351,0
81621,174542,1
995430,463941,0
544719,197491,0
425834,105662,0
968646,827293,0
886274,383439,1
620361,685952,0
812729,262157,0
330673,330673,1
219624,760163,0
94306,94306,1
849881,849881,1
516326,67552,0
157367,379798,0
647217,915934,1
67597,657209,0
833851,833851,1
382739,464769,0
135060,135060,1
469465,451662,0
359993,359993,1
662350,910640,1
499142,471912,0
799986,799986,1
943214,943214,1
912622,937698,0
121332,257608,0
28255,879116,0
423,51386,0
710909,745802,0
735212,546889,1
997691,541607,0
777058,777058,1
288809,288809,1
522238,386045,0
424464,162497,0
434874,741484,0
387842,893711,0
42341,513087,0
50833,50833,1
747934,982100,0
2891,409235,0
129377,129377,1
555877,555877,1
563531,563531,1
861270,861270,1
2387,2387,1
48726,48726,1
506339,238451,0
971388,292255,0
612228,396539,0
350511,371141,0
554839,554839,1
136969,102075,0
718439,718439,1
354611,959561,0
454917,153786,0
759727,759727,1
606460,606460,1
479329,323728,0
771447,771447,1
454587,188134,1
66149,66149,1
660473,660473,1
23272,667216,0
495174,495174,1
382220,382220,1
325530,144889,0
331828,331828,1
337014,337014,1
524409,524409,1
956883,956883,1
692625,692625,1
440982,597172,0
911283,911283,1
806779,469958,0
566195,404488,1
339608,381596,1
668578,726068,1
779453,503913,0
265546,298925,0
943244,790404,0
784637,784637,1
933675,274639,0
36244,623761,0
94532,94532,1
868797,868797,1
126587,218335,0
138624,138624,1
954235,579120,0
191911,191911,1
961674,961674,1
323653,323653,1
390275,390275,1
963334,963334,1
832611,103488,0
449203,492116,0
15564,15564,1
680558,446079,0
619945,496030,0
138395,138395,1
233666,689040,0
843000,685209,0
190696,190696,1
142452,521465,0
260723,260723,1
356463,507328,1
280521,280521,1
108130,288155,0
209997,1890,1
614693,614693,1
471229,777755,0
966433,966433,1
774264,555440,0
397873,351346,1
699630,975101,1
608612,747301,0
908336,205446,0
787504,787504,1
560649,560649,1
531211,297776,0
317982,937387,0
374798,191299,0
344164,616129,0
466248,466248,1
608525,608525,1
718722,220061,0
933059,933059,1
318423,894398,1
273275,794046,1
930856,930856,1
661989,661989,1
501775,501775,1
679010,679010,1
569688,964873,0
688372,373714,0
146493,319982,0
622730,622730,1
143489,343227,0
544978,643294,0
146045,405210,1
19781,19781,1
543162,543162,1
795271,795271,1
554743,554743,1
320421,320421,1
117424,320686,0
904707,733708,0
652271,950525,0
880061,122939,0
247687,247687,1
767579,220906,1
730300,820444,0
906023,982595,0
300612,696564,0
728732,677068,0
390262,390262,1
91361,628157,0
119196,119196,1
878067,848956,0
691539,241668,0
148973,119632,0
316891,290962,1
749910,749910,1
786938,397034,0
586602,177910,0
600223,600223,1
798272,725402,0
922710,434266,0
26164,26164,1
946777,383176,0
242283,242283,1
212916,43186,0
297612,541634,0
142137,301191,0
436992,937752,0
860982,860982,1
740225,184698,0
737867,333717,0
324625,48097,0
564099,611545,0
775901,105609,0
335491,335491,1
799265,799265,1
672010,672010,1
579921,374794,1
50162,508311,0
989295,989295,1
364603,916039,0
964552,92025,0
988606,722959,0
139689,139689,1
603045,782069,0
398392,946129,0
840340,138001,0
103888,165677,1
230207,771958,0
355257,916955,0
603486,603486,1
446462,446462,1
592051,592051,1
607066,357969,0
794582,202413,0
950741,950741,1
148818,997320,0
92603,92603,1
81691,81691,1
67146,67146,1
412264,412264,1
3888,3888,1
783217,188654,0
860946,932447,0
790753,570310,0
981139,981139,1
527922,47662,0
118613,281943,0
66876,66876,1
559314,771654,0
877226,372493,0
817310,984911,0
75486,75486,1
731261,731261,1
401910,401910,1
784960,181062,1
854738,341440,0
491925,491925,1
383887,432959,0
97340,72020,0
52436,55402,1
617391,617391,1
680328,426627,0
957635,393874,0
705589,705589,1
610723,610723,1
229926,672700,1
476112,530461,0
116077,761155,0
450640,6108,0
610876,691332,1
568006,568006,1
623358,623358,1
12683,12683,1
1529,184159,0
246301,246301,1
786547,584392,1
614873,553271,1
710271,519432,0
666568,342975,0
442750,450745,0
533041,533041,1
491991,491991,1
37000,160964,1
283647,460644,1
103427,636336,0
221703,769916,1
404284,404284,1
995486,995486,1
944911,274051,0
531093,163542,1
318696,318696,1
642436,642436,1
758031,373162,0
452115,720646,0
736552,416143,0
223645,223645,1
655080,655080,1
861297,65673,0
180680,180680,1
699550,843584,0
35512,569725,0
953893,950262,0
883190,883190,1
829294,822487,0
213773,199596,0
185436,179455,0
419350,389091,0
582097,582097,1
563244,756973,0
378549,155159,1
259950,68879,0
551068,597113,0
628626,236767,0
449111,449111,1
103340,103340,1
88474,476830,0
18776,18776,1
845178,541757,0
336494,425684,0
195910,892152,0
758056,819801,0
680523,680523,1
499776,17135,0
852912,852912,1
307241,307241,1
191249,451869,0
189458,189458,1
270513,625627,0
551135,574827,0
228582,50038,0
41195,22695,0
32034,857403,0
50514,50514,1
48040,208363,0
169558,169558,1
226037,226037,1
534118,534118,1
246160,442412,0
192861,836545,1
90477,90477,1
32668,32668,1
583772,651051,0
352889,352889,1
209599,209599,1
107118,617627,0
13720,915048,0
472253,90425,0
990454,425941,0
614640,980513,0
339661,231516,1
457686,457686,1
610707,65839,0
820505,820505,1
64103,823445,0
878629,566697,1
34064,507232,0
638902,638902,1
604823,604823,1
259571,259571,1
24599,133723,0
973320,522270,0
981200,882142,0
613199,655830,0
972737,972737,1
477973,39718,0
487454,487454,1
858387,858387,1
104815,199596,0
159517,159517,1
738808,681299,0
509986,511625,0
988414,988414,1
199411,199411,1
250230,312004,0
143193,726040,0
252521,539518,0
140147,140147,1
153371,592189,0
861626,861626,1
178481,178481,1
690130,422196,0
748393,484082,0
195352,195352,1
13,612385,0
766212,766212,1
538790,538790,1
670725,841580,0
933006,933006,1
449281,892461,0
170686,602845,0
200965,807570,0
260439,260439,1
749644,749644,1
752751,619228,0
942204,217362,1
485005,963905,1
326138,326138,1
140896,140896,1
401727,401727,1
900977,93140,0
792439,213560,0
489941,489941,1
838870,838870,1
643784,39632,0
246039,119890,0
609287,862478,0
706952,706952,1
447846,447846,1
331848,190234,0
740808,140658,1
683527,877099,0
137625,258364,0
846794,868342,0
76622,76622,1
635162,635162,1
36320,584937,0
939059,35935,0
35419,35419,1
799732,799732,1
714378,420071,1
616852,616852,1
591245,395133,0
56290,56290,1
197496,966427,1
628292,686535,0
66058,66058,1
784178,83564,0
98315,98315,1
288471,288471,1
945259,14610,1
985717,265567,0
589358,392629,0
645744,645744,1
980380,522130,1
406340,406340,1
754354,871307,0
182881,182881,1
652673,977046,0
385550,360487,0
672808,286977,0
349343,656421,0
334358,826410,0
814221,812353,1
739406,788450,1
490747,527535,0
575313,718500,0
585097,585097,1
6123,6123,1
286512,869177,0
338204,338204,1
174121,174121,1
488632,488632,1
682300,349085,0
696490,255543,0
161338,556011,1
930808,930808,1
176860,176860,1
372451,226127,0
252256,252256,1
32541,54807,0
653915,602991,0
607357,977235,0
847669,707788,0
686248,686248,1
866792,906880,0
156850,994125,0
410168,947186,0
705267,102546,0
6129,6129,1
258550,429186,0
457446,457446,1
371023,67644,0
27753,27753,1
856852,992602,0
578870,210645,1
152224,152224,1
415152,473445,0
685852,11545,0
240232,240232,1
761033,761033,1
860185,860185,1
970701,750635,0
326316,873354,1
761019,761019,1
508968,503872,0
761128,768371,0
361084,361084,1
441252,187217,0
958689,649259,0
407097,374384,0
270412,742537,0
862579,41896,0
63716,78597,0
534467,534467,1
812110,791536,0
876193,876193,1
369280,369280,1
712751,423867,0
676627,676627,1
251593,251593,1
511676,345045,0
24319,59532,0
246480,687954,0
253541,310473,0
812585,290987,1
638231,638231,1
823605,779808,1
851635,851635,1
264852,603178,0
474130,474130,1
47312,963937,0
965916,815617,0
236821,236821,1
281137,880048,1
293764,293764,1
960832,960832,1
43543,43543,1
376292,376292,1
874488,841809,0
989997,989997,1
436248,630018,0
233956,233956,1
486783,540757,0
8995,704004,0
933002,933002,1
822751,975272,0
565776,565776,1
581612,839054,0
244298,188273,0
742945,237058,0
746171,637638,0
250446,800757,0
342551,677497,0
744616,329234,1
90778,527103,0
47177,407233,0
2915,316620,0
622080,622080,1
225133,970267,0
958385,672113,0
474325,538762,0
691826,691826,1
183517,183517,1
855852,855852,1
105364,745951,0
197660,602733,0
530410,139469,0
512417,7613,0
613950,397979,0
823139,823139,1
586624,586624,1
191052,191052,1
422543,690810,1
426845,223790,0
143373,345721,1
425368,425368,1
862720,149026,0
500450,500450,1
280101,280101,1
152697,152697,1
972776,972776,1
963292,825531,0
345658,538171,0
311480,351425,0
350577,964529,0
747841,888662,1
748337,562405,1
325213,325213,1
924516,372439,1
38526,939454,0
463504,463504,1
989853,989853,1
798580,274446,1
718419,327901,0
390234,97271,1
547586,847715,0
668360,123978,0
460005,460005,1
1902,1902,1
30905,30905,1
126779,126779,1
480397,674726,0
430863,430863,1
678090,610149,0
680406,31525,0
788898,788898,1
671611,671611,1
342874,857800,1
499883,499883,1
997991,997991,1
97318,97318,1
361088,284044,0
249889,249889,1
222315,858746,0
797693,797693,1
522487,562526,0
444122,314527,0
67332,45013,0
640153,640153,1
556856,556856,1
352226,782003,0
989650,989650,1
111295,111295,1
181712,915427,0
396222,466908,0
899116,899116,1
583448,583448,1
875945,875945,1
736558,736558,1
386117,386117,1
48777,48777,1
631959,585425,0
123321,783111,1
93112,494814,1
879969,879969,1
478819,289002,1
846931,918794,0
40788,293061,0
104205,104205,1
293483,293483,1
9866,9866,1
510171,510171,1
192343,972990,0
962455,962455,1
649903,649903,1
236147,236147,1
643895,445600,1
339989,712641,0
187538,692779,0
369586,639974,1
31619,693135,0
784686,951383,0
831205,831205,1
401301,507937,0
541707,373444,0
204819,204819,1
946969,253241,0
618954,618954,1
685082,759615,0
933844,7600,0
590124,590124,1
568070,568070,1
454121,239298,1
965850,965850,1
880861,55071,0
751330,751330,1
859514,199302,0
695810,348887,0
252709,369884,0
813782,189091,0
708851,708851,1
153005,529790,0
850356,850356,1
775227,61349,0
755241,755241,1
926139,600136,0
312691,312691,1
320733,699951,0
836153,836153,1
46200,566815,0
585702,585702,1
485709,835183,0
666123,666123,1
154366,959725,1
929365,575104,0
721893,336022,0
908468,872417,0
138117,791921,0
309379,578138,1
696105,580135,0
240075,240075,1
29078,29078,1
547717,547717,1
864877,119421,0
18894,692947,0
866827,444049,0
112356,504494,0
937061,889215,1
421695,421695,1
314659,974357,1
345599,171540,1
329836,208655,0
983415,407125,0
117441,163041,0
986771,347264,0
266689,101898,0
656216,656216,1
751867,708560,0
846535,66807,0
728714,550618,0
465411,127022,0
630683,630683,1
856348,540888,0
658522,535983,0
955523,766599,0
883448,883448,1
171007,171007,1
571331,571331,1
616069,384375,1
160026,700171,0
570570,80693,0
478327,822028,0
478900,478900,1
71358,741549,0
977969,992811,0
857748,617853,0
548477,142400,0
560046,447392,1
505222,587912,0
681888,681888,1
484253,690360,0
1786,432233,0
674919,380646,0
401635,401635,1
19424,696856,0
812673,339495,0
257304,257304,1
102469,574517,0
551411,926565,0
432981,384696,0
612361,338860,1
250818,250818,1
230321,775318,1
27042,252199,0
577334,752923,0
286415,286415,1
968805,717636,0
494307,494307,1
907221,907221,1
920498,794037,0
124884,376383,1
447490,564699,0
320932,887101,0
284822,284822,1
4104,4104,1
709830,404303,0
924285,286765,0
770527,770527,1
260583,260583,1
694869,694869,1
602970,543286,0
604154,112664,0
701173,701173,1
141726,935969,0
711427,111831,1
721990,721990,1
636282,636282,1
738492,738492,1
835750,835750,1
878511,303729,1
196293,196293,1
48245,744425,0
612311,92901,0
154020,766620,1
553092,553092,1
287220,295164,0
694050,825531,0
87145,87145,1
841997,425265,0
407557,450158,0
476496,596915,0
102538,124219,0
81748,81748,1
405117,624424,0
438864,564978,0
715863,805615,0
28305,28305,1
28275,28275,1
904245,388021,0
87049,87049,1
145960,429050,0
850820,850820,1
108725,603477,0
286920,783841,1
841106,966669,0
583673,512330,0
896174,218890,0
472793,472793,1
460891,414380,0
942486,688160,0
851166,48057,0
896203,896203,1
46866,1848,0
528208,325248,0
59692,39366,0
283371,283371,1
519680,985040,0
81005,235789,0
693744,216164,0
804143,459315,0
885861,391047,1
647205,647205,1
838400,838400,1
811175,811175,1
615048,978469,0
844864,236187,0
812125,316525,0
486219,600009,0
679152,679152,1
143386,143386,1
872860,348894,0
407256,350249,1
16654,647340,0
957128,81182,0
284295,284295,1
572813,689992,1
103894,403513,0
755152,755152,1
459688,104970,0
758661,758661,1
205925,205925,1
509283,509283,1
548838,665121,0
117173,667658,1
169309,401827,0
867816,928900,1
190310,421444,0
327363,452304,0
96960,96960,1
165982,545356,0
77362,320516,1
40828,993252,0
749983,513751,1
826027,659384,1
838890,415314,0
813579,529794,0
768571,881698,1
423862,519466,0
657126,6398,0
767990,767990,1
624367,624367,1
441721,328921,1
721355,505445,0
66918,998521,0
660947,660947,1
18946,916354,0
94171,825208,0
520275,302133,0
468362,12699,1
10956,10956,1
63839,914676,0
220868,220868,1
591648,591648,1
922027,922027,1
527690,527690,1
127969,127969,1
431164,431164,1
872704,866530,0
1037,132393,0
725314,725314,1
590552,965501,0
997370,919039,0
106237,106237,1
58536,927234,0
880819,715027,0
66926,493085,0
908005,908005,1
127660,412783,0
377978,791655,0
699115,678215,0
403400,403400,1
721442,721442,1
142920,852935,0
964648,434559,1
665069,913081,1
940727,762313,0
257128,435150,0
337357,337357,1
595773,802707,0
148973,148973,1
317476,317476,1
65364,65364,1
12603,769655,0
853906,853906,1
594006,594006,1
131713,780697,0
456229,456229,1
356931,356931,1
139583,139583,1
997641,997641,1
589174,631344,0
725095,662059,1
254714,157006,0
435513,870621,0
286742,286742,1
92061,92061,1
492792,141808,1
356053,356053,1
818917,164742,0
751561,751561,1
864460,818661,1
107985,107985,1
175721,769989,1
160061,643931,0
724712,724712,1
341753,914751,0
256923,831577,0
151251,151251,1
556444,78763,0
650669,650669,1
66979,415219,0
162349,162349,1
188475,188475,1
108619,623780,0
756347,756347,1
452644,319432,0
579303,673388,0
906094,906094,1
957071,357666,0
392800,302301,0
886530,25686,1
657943,393813,0
29967,29967,1
437129,437129,1
133516,133516,1
876064,824232,0
784907,784907,1
481642,481642,1
126902,158846,0
496089,61039,0
851155,228091,0
503765,999607,1
678165,678165,1
476679,549564,0
427926,736380,1
379888,379888,1
430603,430603,1
678482,584930,0
7837,844186,0
439114,248211,0
690305,210925,1
600811,472018,1
21788,911629,0
680558,403022,0
257980,144244,0
499193,189789,0
720321,720321,1
762717,963286,1
408610,447287,0
372984,911330,0
65878,65878,1
113635,400798,0
854330,854330,1
905998,447928,0
812661,364965,0
726545,931756,0
302682,314015,0
67430,801796,0
927727,477941,0
61488,61488,1
373672,373672,1
821661,471544,0
406277,406277,1
270317,270317,1
599461,561969,1
563218,563218,1
459008,734211,0
774718,774718,1
701235,964617,0
397272,434516,0
424502,947366,0
950604,517996,0
935350,935350,1
390485,390485,1
558163,558163,1
697024,212975,0
715690,715690,1
236493,109594,0
58711,943541,0
927597,325012,1
325971,594435,0
756875,756875,1
887493,18756,0
255324,222948,0
214286,214286,1
404858,396836,0
727186,36989,0
622302,212200,0
952006,440613,0
737954,893022,0
732608,500514,0
774306,970674,0
776577,447924,0
990035,83673,0
620091,715823,0
373831,88186,0
492247,202413,0
703269,744274,1
968257,427851,0
674793,674793,1
693285,172700,0
890672,65434,0
666669,237932,0
865769,161928,0
317611,317611,1
153888,78172,0
416999,988821,0
805342,370660,1
424485,424485,1
256968,370669,1
886134,99875,0
945092,617006,0
68085,762386,0
619400,619400,1
855555,740114,0
265699,920078,0
140552,602736,0
170350,170350,1
380541,959684,0
874851,874851,1
131527,864907,1
953154,953154,1
840975,840975,1
320170,573960,0
32838,411502,0
382061,22996,1
964411,964411,1
858922,858922,1
465411,93239,0
922178,809003,0
468950,809163,0
409444,409444,1
456314,196105,0
573918,641451,0
476894,476894,1
465687,279278,0
882622,882622,1
367616,367616,1
577024,175997,0
846076,387800,1
424829,480717,0
739997,463424,0
678594,678594,1
654302,316811,0
746163,989208,0
239385,37064,1
757185,757185,1
152653,313227,0
262137,175737,0
14785,14785,1
894945,385174,1
27703,477050,0
903013,903013,1
826930,736071,0
120034,912265,0
24933,24933,1
592898,351059,0
770795,403220,0
667197,327021,0
544561,973690,0
38392,38392,1
556936,66181,1
514994,461891,0
142866,384755,0
759447,641838,0
67544,67544,1
263617,263617,1
691636,653467,0
383672,383672,1
459089,459089,1
545155,388536,0
880942,880942,1
551572,591145,0
50135,50135,1
944465,944465,1
577066,582508,0
499241,519715,1
142778,224351,1
223393,223393,1
75364,75364,1
463110,591308,0
421618,421618,1
745817,745817,1
542630,542630,1
298621,807646,0
372864,896706,1
707879,171488,1
272341,272341,1
83133,83133,1
807301,347132,0
798233,965539,0
3167,3167,1
415981,365914,0
264422,622139,0
434921,434921,1
560210,560210,1
384569,39043,1
475519,475519,1
509367,509367,1
635405,635405,1
30251,30251,1
18823,90392,1
881776,292313,0
838044,838044,1
651472,603032,0
848067,586289,0
737557,460686,0
709320,889221,0
333169,333169,1
531559,531559,1
849425,298617,0
988821,988821,1
627864,7262,0
36418,52755,0
112709,112709,1
681544,738300,0
468376,481256,0
842612,814744,0
919317,919317,1
718104,204993,1
165347,165347,1
130709,151076,0
168942,741959,0
733654,627586,0
728521,374299,0
837660,702956,0
150998,150998,1
801622,709087,1
681540,494870,0
60072,983084,1
881272,881272,1
659946,141335,0
882176,882176,1
512671,815494,0
84567,444005,1
474210,474210,1
941004,468812,0
978911,978911,1
407998,407998,1
671298,709229,1
106253,106253,1
988074,988074,1
584336,57191,0
371687,123480,0
733865,389961,1
85034,377278,0
942795,22891,0
223823,223823,1
217227,662532,0
348471,348471,1
32443,32443,1
528871,527277,0
153459,153459,1
498512,704997,0
124441,124441,1
814965,814965,1
700454,60361,0
117143,695337,0
325665,9247,0
29167,29167,1
236142,142223,0
128217,402280,0
91700,91700,1
166581,956617,0
810131,810131,1
855144,855144,1
411997,466942,0
238968,358129,0
446069,446069,1
139817,773880,0
484756,688152,0
274098,16938,0
472188,733379,0
419466,94575,0
492186,492186,1
231458,377438,0
451167,796295,0
517254,890536,0
758489,655651,0
637052,200522,1
755762,782224,1
29063,800913,0
519687,694704,0
809914,809914,1
498645,498645,1
491236,491236,1
627142,139300,1
898340,208892,0
293381,985791,0
965233,563302,0
255499,350766,1
984635,984635,1
702985,568831,0
941260,504290,0
988120,889189,0
364776,364776,1
241931,539143,1
147086,481500,0
18615,23350,0
498674,448588,0
809300,374567,0
446221,383351,0
399725,976207,0
218086,218086,1
960606,19631,0
824238,425070,0
149568,149568,1
75312,705824,0
138607,372265,0
393290,393290,1
491823,554094,1
961110,961110,1
424831,802908,0
767028,739005,0
671900,671900,1
678114,506254,0
934794,934794,1
748294,748294,1
525407,758447,0
817053,817053,1
987868,9040,0
946224,743276,0
778941,18338,1
519135,387258,1
989304,989304,1
400272,400272,1
20434,380158,0
655403,781981,0
477249,477249,1
978634,599354,0
301540,161334,0
670665,670665,1
444656,444656,1
963833,189847,0
320070,320070,1
959271,781296,0
691268,54189,0
281103,819328,0
348394,348394,1
646872,646872,1
824168,812353,0
85939,85939,1
700343,700343,1
170988,170988,1
599384,282108,1
881528,722060,1
234042,199783,1
322413,322413,1
844472,926615,0
305626,210481,0
423271,111780,0
707185,617675,0
844227,844227,1
525569,525569,1
275913,275913,1
212680,545058,1
378207,378207,1
178608,186032,0
464826,133621,1
421851,133419,1
617315,734718,0
920447,800775,0
133715,11064,1
641984,688344,0
274924,274924,1
241664,241664,1
576934,800564,0
642383,642383,1
517235,851273,0
961413,961413,1
311207,311207,1
474546,840641,0
418060,418060,1
386945,386945,1
828729,254871,0
368586,672868,0
207039,113600,0
293802,961565,0
228380,548765,0
5347,5347,1
460771,454332,0
659518,867350,0
912575,516075,1
399585,399585,1
951771,501240,0
68232,68232,1
20962,20962,1
763807,97587,0
529663,252228,1
582254,239996,0
892430,540604,0
434628,437557,0
894150,374568,0
98113,98113,1
867448,902987,1
764312,764312,1
878001,988358,0
374429,918176,0
961926,466950,0
125539,125539,1
42671,164851,0
938857,951608,0
314352,332528,0
675439,6535,0
512831,512831,1
833553,833553,1
535988,452237,0
641467,142987,0
101147,769989,1
212680,212680,1
538052,538052,1
383602,891807,0
53459,542947,1
336833,549192,0
33467,165232,0
680327,715828,0
794975,305760,0
313915,135717,0
590304,337225,0
535941,535941,1
541490,541490,1
887138,887138,1
587186,587186,1
160491,578138,0
27240,27240,1
121173,855140,1
738267,704265,0
780471,780471,1
333428,333428,1
380136,525889,0
293291,293291,1
340481,705111,0
147763,147763,1
647640,647640,1
99031,985516,0
895658,498373,0
562421,562421,1
213196,238210,0
198512,220013,0
933239,933239,1
497597,842731,0
957779,233887,0
868223,51931,0
918460,918460,1
218268,218268,1
747662,747662,1
897182,897182,1
724636,724636,1
56447,885122,0
66138,66138,1
165347,892288,0
828394,505176,0
782306,877109,1
429218,322479,1
622956,390346,1
103641,45290,0
94379,575286,1
308038,308038,1
584184,846206,0
363219,77984,0
383715,383715,1
210899,865378,0
49740,49740,1
543705,170778,0
233549,233549,1
882851,370750,0
469992,469992,1
807352,807352,1
611681,743766,0
334853,334853,1
926087,926087,1
678304,141287,0
136329,598579,0
126192,126192,1
413072,413072,1
491304,491304,1
398096,629723,0
382311,382311,1
909456,909456,1
377962,996543,0
485843,469813,1
607581,778372,0
727350,700091,0
491329,493252,1
919624,207607,1
57934,57934,1
17732,234000,0
245133,42897,0
517898,517898,1
844799,844799,1
206149,206149,1
593461,327761,1
867729,867729,1
182162,182162,1
247446,1557,0
518042,518042,1
190793,719741,0
179942,645521,1
611830,169364,0
981858,981858,1
92366,92366,1
861236,795533,0
77638,37423,0
249154,910571,0
399898,504464,0
